Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
PERIT0391_T1,FEC,Yes,,,31,,,,,,,8.13,,,,,,,,,,,
PERIT0391_T2,FNC,Yes,,,29,,,,,,,2.87,,,,,,,,,,,
PERRY1087_T1,TCAF,Yes,,,188,20.6,,,157,PERRY1087_OS_TCAF.xml,,,,,,,,,,,,,
PERRY1087_T2,CAF,Yes,,,191,19.9,,0.76,164,PERRY1087_OS_CAF.xml,,,,,,,,,,,,,
PFEIF0596_T1,Treatment A,Yes,,,123,25.7,,,,,,18.1,,,,,,,,,,,
PFEIF0596_T2,Treatment B,Yes,,,123,26.6,,0.28,,,,18.4,,,,,,,,,,,
PIERG0495_T1,Group I,Yes,,,131,23,,,,PIERG0495_OS_A.xml,,,,,,,,,,,,,
PIERG0495_T2,Group II,Yes,,,127,21,,,,PIERG0495_OS_B.xml,,,,,,,,,,,,,
PIVOT0515_T1,Lapatinib + Capecitabine,Yes,,,271,22.7,"HR 1.34 [0.95, 1.90] p=0.095",,,,,,,,,,,6.6,,,,,
PIVOT0515_T2,Trastuzumab + Capecitabine,Yes,,,269,27.3,,,,,,,,,,,,8.1,,,,,
POWLE0684_T1,TAD,Yes,Yes,,111,10,,,,POWLE0684_OS_TAD.xml,,,,,POWLE0684_TTP_TAD.xml,,,,,,,,
POWLE0684_T2,T,Yes,Yes,,111,10,,,,POWLE0684_OS_T.xml,,,,,POWLE0684_TTP_T.xml,,,,,,,,
POWLE0891_T1,3M,Yes,,,106,8,,,,POWLE0891_OS_3M.xml,,,,,,,,,,,,,
POWLE0891_T2,VAC,Yes,,,105,10,,,,POWLE0891_OS_VAC.xml,,,,,,,,,,,,,
PRIES0577_T2,Cytotoxic,Yes,,,45,10.7,,,,PRIES0577_OS_CYT.xml,,,,,,,,,,,,,
PRIES0975_T1,Two drug group,Yes,,,25,,,,,,,,,,,,,,,,,,
PRIES0975_T2,Four drug group,Yes,,,25,,,,,,,,,,,,,,,,,,
PRITC0910_T1,AD,Yes,,,47,,,,,PRITC0910_OS_AD.xml,,3.1,,,,,,,,,,,
PRITC0910_T2,LD,Yes,,,51,,,,,PRITC0910_ld_OS.xml,,6.1,,,,,,,,,,,
PRITC0910_T3,HD,Yes,,,46,,,,,PRITC0910_hd_OS.xml,,6,,,,,,,,,,,
PRONZ1193_T1,Arm A,Yes,,,41,,,,,,,,,,,,,,,,,,
PRONZ1193_T2,Arm B,Yes,,,39,,,,,,,,,,,,,,,,,,
PYRHO0297_T1,Toremifene,Yes,,,214,33,,,123,PYRHO0297_OS_TOR.xml,,7.3,,,,,,,,,,,
PYRHO0297_T2,Tamoxifen,Yes,,,201,38.7,,0.645,115,PYRHO0297_TAM_OS.xml,,10.2,,,,,,,,,,,
RAATS0192_T1,1 mg/d,Yes,,,38,17.5,,,,RAATS0192_OS_1mg.xml,,,,,,,,,,,,,
RAATS0192_T2,4 mg/d,Yes,,,42,,,0.17,,RAATS0192_4mg_OS.xml,,,,,,,,,,,,,
RAMIR0375_T1,4-Drug,Yes,,,52,13.2,,,,RAMIR0375_OS_4drug.xml,,,,,,,,,,,,,
RAMIR0375_T2,5-Drug,Yes,,,48,12.2,,,,RAMIR0375_OS_5drug.xml,,,,,,,,,,,,,
RANAD0613_T1,CP175,Yes,,,64,,,,,RANAD0613_OS_CP175.xml,,,,,,,,,,,,,
RANAD0613_T2,NP220,Yes,,,66,,,,,RANAD0613_NP220_OS.xml,,,,,,,,,,,,,
RANAD0613_T3,NP300,Yes,,,65,,,,,RANAD0613_NP300_OS.xml,,,,,,,,,,,,,
RAUSC0194_T1,20 mg,Yes,,,101,,,,,RAUSC0194_OS_20mg.xml,,5.6,,,,,,,,,,,
RAUSC0194_T2,40 mg,Yes,,,108,,,,,RAUSC0194_40mg_OS.xml,,8.3,,,,,,,,,,,
RAUSC0194_T3,100 mg,Yes,,,122,,,,,RAUSC0194_100mg_OS.xml,,6.4,,,,,,,,,,,
REYNO0104_T1,DPPE + DOX,Yes,,,153,23.6,"HR 0.66 [0.48, 0.91] p=0.021",,,,,,,,,,,5.9,,,,,
REYNO0104_T2,DOX,Yes,,,150,15.6,,,,,,,,,,,,6,,,,,
RICCA0995_T1,FEC-75,Yes,,,35,13,,,,,,10,,,,,,,,,,,
RICCA0995_T2,FEC-100,Yes,,,32,22,,0.09,,,,11,,,,,,,,,,,
RICHA0592_T1,75 mg/m2 every 3 weeks,Yes,,,28,8,,,,RICHA0592_OS_75mg.xml,,4,,,,,,,,,,,
RICHA0592_T2,25 mg/m2 weekly,Yes,,,31,8,,0.25,,RICHA0592_25mg_OS.xml,,5,,,,,,,,,,,
RIVER0408_T1,Every-3-week treatment arm,Yes,,,62,18.3,,0.34,36,RIVER0408_OS_every.xml,,,,,,,,5.7,,,RIVER0408_PFS_3W.xml,,
RIVER0408_T2,Weekly treatment arm,Yes,,,63,18.6,,,39,RIVER0408_weekly_OS.xml,,,,,,,,5.5,,,RIVER0408_PFS_W.xml,,
RIXE1109_T1,Arm A: 50 mg (continuous),Yes,,,70,13.17,,,,RIXE1109_OS_arma.xml,,,,,,,,2.03,,,RIXE1109_PFS_A.xml,,
RIXE1109_T2,Arm B: 150 mg (continuous),Yes,,,72,12.13,,,,RIXE1109_armb_OS.xml,,,,,,,,1.87,,,RIXE1109_PFS_B.xml,,
RIXE1109_T3,Arm C: 450 mg (15 day on/7 day off),Yes,,,56,16.1,,,,RIXE1109_armc_OS.xml,,,,,,,,1.93,,,RIXE1109_PFS_C.xml,,
ROBER0313_T1,Placebo group,Yes,,,50,,,,,ROBER0313_OS_pla.xml,,5.7,,,,,,5.7,,,ROBER0313_PFS_P.xml,,
ROBER0313_T2,Ganitumab group,Yes,,,106,22.2,"HR 1.78 [1.27, 2.50] p=0.025",,,ROBER0313_gan_OS.xml,,3.9,,,,,,3.9,,,ROBER0313_PFS_G.xml,,
ROBER0411_T1,Sunitinib + Paclitaxel,Yes,,,242,17.6,"HR 1.82 [1.16, 2.86] p=0.008",,,ROBER0411_OS_sun.xml,,,,,,,,7.4,,,ROBER0411_PFS_SP.xml,,
ROBER0411_T2,Bevacizumab + Paclitaxel,Yes,,,243,,,,,ROBER0411_OS_bev.xml,,,,,,,,9.2,,,ROBER0411_PFS_BP.xml,,
ROBER0606_T1,TPC,Yes,,,98,35.7,"HR 0.90 [0.46, 1.77] p=0.76",,,ROBER0606_TCP_OS.xml,,,,,,,,10.7,,,ROBER0606_PFS_TPC.xml,,
ROBER0606_T2,TP,Yes,,,98,32.2,,,,ROBER0606_TP_OS.xml,,,,,,,,7.1,,,ROBER0606_PFS_TP.xml,,
ROBER0909_T1,Fulvestrant HD,Yes,,,101,54.1,"HR 0.70 [0.50, 0.98] p=0.04",,,ROBER0909_FUL_OS.xml,updated survival info from ROBER1112 and ELLIS1115,23.4,,,,,,,,,,,
ROBER0909_T2,Anastrozole 1 mg,Yes,,,103,48.4,,,,ROBER0909_ANA_OS.xml,updated survival info from ROBER1112 and ELLIS1115,13.1,,,,,,,,,,,
ROBSO0817_T,Olaparib group,Yes,,,205,19.3,,,,,,,,,,,,7,,,,,
ROBUS0693_T1,Regimen A (500 mg),Yes,,,52,20,,,,,Computed from O and E noting that O for 500 mg should be 25.5 (it's a typo),10.5,,,,,,,,,,,
ROBUS0693_T2,Regimen B (1000 mg),Yes,,,54,22,"HR 1.084 [0.632, 1.857]",,,,Computed from O and E noting that O for 500 mg should be 25.5 (it's a typo),14.5,,,,,,,,,,,
ROCHL1016_T1,Arm A,Yes,,,,,,,,ROCHL1016_PFS_A.xml,,,,,,,,10.3,,,,,p=0.83
ROCHL1016_T2,Arm B,Yes,,,,,,,,ROCHL1016_PFS_B.xml,,,,,,,,8.5,,,,,
ROMER0387_T2,Arm B,Yes,,,40,27.5,,,,ROMER0387_OS_arma.xml,,,,,,,,,,,,,
RORTH0180_T1,Treatment group I,Yes,,,65,,,,,RORTH0180_a_OS.xml,,3.74,,,,,,,,,,,
RORTH0180_T2,Treatment group II,Yes,,,69,,,,,RORTH0180_B_OS.xml,,3.43,,,,,,,,,,,
RORTH0180_T3,Treatment group III,Yes,,,67,,,,,RORTH0180_C_OS.xml,,2.51,,,,,,,,,,,
ROSAT0211_T1,Myocet / paclitaxel,Yes,,,30,24,,,,,,12,,,,,,,,,,,
ROSAT0211_T2,Myocet / docetaxel,Yes,,,24,18,"HR 1.3 [0.7, 2.4] p=0.34",,,,,9,,,,,,,,,,,
ROSE0500_T1,TAM,Yes,,,97,22,,,95,ROSE0500_OS_TAM.xml,,9.2,,,,,,,,,,,
ROSE0500_T2,TAM + AG + H,Yes,,,87,24.1,,,85,ROSE0500_OS_TAH.xml,,7.7,,,,,,,,,,,
ROSE0500_T3,TAM + FLU,Yes,,,86,21.1,,,83,ROSE0500_OS_TF.xml,,9.2,,,,,,,,,,,
ROSE1103_T1,Letrozole,Yes,,,356,22,"HR 0.95 [0.774, 1.166] p=0.624",,,ROSE1103_OS_Let.xml,Computed CI from HR and p-value,5.7,,,,,,,,,,,
ROSE1103_T2,Anastrozole,Yes,,,356,20.3,,,,ROSE1103_Ana_OS.xml,,5.7,,,,,,,,,,,
ROSNE0387_T1,CFP-CFPMV-CA,Yes,,,46,16.6,,,32.95,ROSNE0387_OS_arm1.xml,101/141 died,,,,,,,,,,,,
ROSNE0387_T2,CFPMV-CA-CFP,Yes,,,48,17.6,,,34.38,ROSNE0387_OS_arm2.xml,101/141 died,,,,,,,,,,,,
ROSNE0387_T3,CA-CFP-CFPMV,Yes,,,47,12.3,,,33.67,ROSNE0387_OS_arm3.xml,101/141 died,,,,,,,,,,,,
ROSSO1193_T2,Lonidamine,Yes,,,111,,,,,,,,,,,,,10,,,,,
ROSSO1193_T3,Observation,Yes,,,104,,,,,,,,,,,,,6,,,,,
ROZEN0484_T1,Carminomycin,Yes,,,29,8,,,24,ROZEN0484_OS_carminomycin.xml,,,,,,,,,,,,,
ROZEN0484_T2,4'-Epidoxorubicin,Yes,,,34,8,,,27,ROZEN0484_OS_epi.xml,,,,,,,,,,,,,
RUBEN1078_T1,Placebo group,Yes,,,33,15,,0.29,,RUBEN1078_OS_PLA.xml,,,,,,,,,,,,,
RUBEN1078_T2,Progestogen group,Yes,,,36,8,,,,RUBEN1078_OS_PRO.xml,,,,,,,,,,,,,
RUBEN1275_T1,Group C,Yes,,,49,,"HR 1.15 [0.73, 1.82]",,,RUBEN1275_OS_C.xml,Cox model,,,,,,,,,,,,
RUBEN1275_T2,Group 4D,Yes,,,50,,,,,RUBEN1275_OS_4D.xml,,,,,,,,,,,,,
RUFF0909_T1,DZ,Yes,,,83,27.8,,0.99,36,,,,,,,,,7.2,,,RUFF0909_PFS_DZ.xml,,
RUFF0909_T2,DP,Yes,,,86,22.2,,,38,,,,,,,,,8.3,,,RUFF0909_PFS_DP.xml,,
RUGO0117_T1,Proposed Biosimilar + Taxane,Yes,,,230,,"HR 0.61 [0.36, 1.04] p=0.07",,,,,11.1,,,,,,11.1,,,,,
RUGO0117_T2,Trastuzumab + Taxane,Yes,,,228,,,,,,,11.1,,,,,,11.1,,,,,
RUGO0611_T1,Axitinib + Docetaxel,Yes,,,111,,,,,,,8.1,,,RUGO0611_TTP_AD.xml,,,,,,,,
RUGO0611_T2,Placebo + Docetaxel,Yes,,,56,,,,,,,7.1,,,RUGO0611_TTP_PD.xml,,,,,,,,
RUGO0613_T2,Ixabepilone + bevacizumab (Arm B),Yes,,,45,,,,,,,,,,,,,11.9,,,,,
RUGO0613_T3,Paclitaxel + bevacizumab (Arm C),Yes,,,32,,,,,,,,,,,,,13.5,,,,,
RUGO0715_T1,Paclitaxel,Yes,,,283,26.5,,,,,,,,,,,,11,,,,,
RUGO0715_T2,Nab-Paclitaxel,Yes,,,271,23.5,"HR 1.17 [0.92, 1.47]",,,,,,,,,,,9.3,,,,,
RUGO0715_T3,Ixabepilone,Yes,,,245,23.6,"HR 1.31 [1.03, 1.66]",,,,,,,,,,,7.4,,,,,
RUGO0613_T1,Ixabepilone + bevacizumab (Arm A),Yes,,,46,,,,,,,,,,,,,9.6,,,,,
RUSSE0797_T1,MA,Yes,,,75,26,"HR 0.95 [0.69, 1.29]",,,RUSSE0797_OS_MA.xml,,,,,,,,,,,,,
RUSSE0797_T2,AG,Yes,,,80,27,"HR 0.98 [0.72, 1.33]",,,RUSSE0797_OS_AG.xml,,,,,,,,,,,,,
RUSSE0797_T3,MA+AG,Yes,,,80,26,,,,RUSSE0797_OS_MAAG.xml,,,,,,,,,,,,,
SALIM0480_T1,CMF group,Yes,,,34,,,,,,,,,,,,,,,,,,
SALIM0480_T2,CAMP group,Yes,,,37,,,,,,,,,,,,,,,,,,
SAMON0994_T1,AG,Yes,,,28,,,,,,,,,,,,,,,,,,
SAMON0994_T2,MPA,Yes,,,29,,,,,,,,,,,,,,,,,,
SAMON0994_T3,AG+MPA,Yes,,,28,,,,,,,,,,,,,,,,,,
SCHEL0482_T1,Intermittent,Yes,,,35,,,,,,,4,,,,,,,,,,,
SCHEL0482_T2,Infusion,Yes,,,31,,,,,,,5,,,,,,,,,,,
SCHMI0105_T2,AT,Yes,Yes,,45,23.4,,,,SCHMI0105_OS_AT.xml,,10.6,,,SCHMI0105_TTP_AT.xml,,,,,,,,
SCHMI0210_T1,Low-dose adecatumumab,Yes,,,56,,,,,,,1.54,,,SCHMI0210_TTP_L.xml,,,,,,,,
SCHMI0210_T2,High-dose adecatumumab,Yes,,,56,,,,,,,1.71,,,SCHMI0210_TTP_H.xml,,,,,,,,
SCHOT0816_T1,"Dasatinib, 100 mg daily",Yes,Yes,,43,23.3,"HR 0.88 [0.53, 1.44] p=0.61",,,SCHOT0816_OS_100.xml,,,,,,,,2.4,,,SCHOT0816_PFS_100.xml,,
SCHOT0816_T2,"Dasatinib, 70 mg bid",Yes,Yes,,42,23.3,,,,SCHOT0816_OS_70.xml,,,,,,,,3.57,"HR 1.04 [0.66, 1.65]",,SCHOT0816_PFS_70.xml,,
SCHRO0611_T1,"Weekly docetaxel, Arm A",Yes,,,79,7.86,,,,SCHRO0611_OS_W.xml,,,,,,,,4.55,,,,,
SCHRO0611_T2,"3-weekly docetaxel, Arm B",Yes,,,77,9.94,"HR 0.73 [0.525, 1.016] p=0.062",,,SCHRO0611_OS_3W.xml,Computed CI from HR and p-value,,,,,,,5.11,,,,,
SCHWA0513_T1,Sorafenib + GEM/CAP,Yes,,,81,13.4,"HR 1.01 [0.71, 1.44] p=0.95",,,,,3.4,,,,,,,,,,,
SCHWA0513_T2,Placebo + GEM/CAP,Yes,,,79,11.4,,,,,,2.7,,,,,,,,,,,
SEGAL0385_T1,CMFP,Yes,,,208,10.4,,,,SEGAL0385_OS_CMFP.xml,,,,,,,,,,,,,
SEGAL0385_T2,CMFPV,Yes,,,219,10.1,,0.63,,SEGAL0385_OS_CMFPV.xml,,,,,,,,,,,,,
SEIDM0408_T1,CALGB 9840 3-Weekly,Yes,,,104,,,,,,TODO: track down online appendix,,,,SEIDM0408_TTP_3W.xml,,,,,,,,
SEIDM0408_T2,CALGB 9840 Weekly,Yes,,,182,,,,,,TODO: track down online appendix,,,,SEIDM0408_TTP_W.xml,,,,,,,,
SEIDM0408_T3,CALGB 9840 3-Weekly + Trastuzumab,Yes,,,123,,,,,,TODO: track down online appendix,,,,SEIDM0408_TTP_3WT.xml,,,,,,,,
SEIDM0408_T4,CALGB 9840 Weekly + Trastuzumab,Yes,,,168,,,,,,TODO: track down online appendix,,,,SEIDM0408_TTP_WT.xml,,,,,,,,
SEIDM0511_T1,GD,Yes,Yes,,237,23,,,,SEIDM0511_OS_GD.xml,,9.3,,,,,,,,,SEIDM0511_PFS_GD.xml,,
SEIDM0511_T2,CD,Yes,Yes,,226,23.3,"HR 1.031 [0.830, 1.280] p=0.785",,,SEIDM0511_OS_CD.xml,,8.9,,,,,,,,,SEIDM0511_PFS_CD.xml,,
SEIDM0813_T1,"Arm A, nab-P 260 mg/m2 q3w + Bevacizumab",Yes,,,75,21.3,,,,SEIDM0813_OS_armA.xml,pval given for A vs. C only,8,,,,,,7.7,,,,,
SEIDM0813_T2,"Arm B, nab-P 260 mg/m2 q2w + Bevacizumab",Yes,,,54,19,,,,SEIDM0813_OS_armB.xml,pval given for A vs. C only,5.8,,,,,,5.8,,,,,
SEIDM0813_T3,"Arm C, nab-P 130 mg/m2 weekly + Bevacizumab",Yes,,,79,23.7,,,,SEIDM0813_OS_armC.xml,pval given for A vs. C only,9,,,,,,8.8,,,,,
SJOST0899_T1,Docetaxel,Yes,Yes,,143,10.4,,,92.8,SJOST0899_OS_D.xml,183/282 alive at time of analysis,6.3,,,SJOST0899_TTP_D.xml,,,,,,,,
SJOST0899_T2,MF,Yes,Yes,,139,11,,0.79,90.2,SJOST0899_OS_M.xml,,3,,,SJOST0899_TTP_M.xml,,,,,,,,
SLAMO0301_T1,"An Anthracycline, Cyclophosphamide, and Trastuzumab",Yes,Yes,A,143,26.8,"HR 0.82 [0.61, 1.09] p=0.16",,,SLAMO0301_OS_A_A.xml,,7.8,,,,,,,,,SLAMO0301_PFS_A_A.xml,,
SLAMO0301_T2,An Anthracycline and Cyclophosphamide Alone,Yes,Yes,A,138,21.4,,,,SLAMO0301_OS_A_AA.xml,,6.1,,,,,,,,,SLAMO0301_PFS_A_AA.xml,,
SLAMO0301_T3,Paclitaxel and Trastuzumab,Yes,Yes,B,92,22.1,"HR 0.80 [0.56, 1.11] p=0.17",,,SLAMO0301_OS_B_P.xml,,6.9,,,,,,,,,SLAMO0301_PFS_B_P.xml,,
SLAMO0301_T4,Paclitaxel Alone,Yes,Yes,B,96,18.4,,,,SLAMO0301_OS_B_PA.xml,,3,,,,,,,,,SLAMO0301_PFS_B_PA.xml,,
SLEDG0100_T1,CAF,Yes,,,113,30,,0.834,93,SLEDG0100_OS_CAF.xml,,,,,,,,,,,,,
SLEDG0100_T2,CAFTH,Yes,,,114,29.3,,,93,SLEDG0100_OS_C.xml,,,,,,,,,,,,,
SLEDG0203_T1,A,Yes,,,224,19.1,,,192,SLEDG0203_OS_D.xml,,,,,,,,,,,,,
SLEDG0203_T2,T,Yes,,,229,22.5,,0.6,202,SLEDG0203_OS_P.xml,,,,,,,,,,,,,
SLEDG0203_T3,A+T,Yes,,,230,22.4,,0.82,197,SLEDG0203_OS_DP.xml,,,,,,,,,,,,,
SLEDG0917_T1,Abemaciclib + Fulvestrant,Yes,,,446,,,,,,,,,,,,,16.4,"HR 0.553 [0.449, 0.681]",,SLEDG0917_PFS_AF.xml,,
SLEDG0917_T2,Placebo + Fulvestrant,Yes,,,223,,,,,,,,,,,,,9.3,,,SLEDG0917_PFS_PF.xml,,
SMALL0283_T1,CAF,Yes,,,184,13.4,,,87,SMALL0283_OS_CAF.xml,"\p < 0.1\""""",,,,,,,,,,,,
SMALL0283_T2,CMFVP,Yes,,,178,11.1,,,97,SMALL0283_OS_CMFVP.xml,,,,,,,,,,,,,
SMALL1176_T1,Schedule A,Yes,,,35,11.2,,,30,SMALL1176_OS_A.xml,,,,,,,,,,,,,
SMALL1176_T2,Schedule B,Yes,,,33,11.2,,,28,SMALL1176_OS_B.xml,,,,,,,,,,,,,
SMALL1176_T3,Schedule C,Yes,,,34,5.1,,,27,SMALL1176_OS_C.xml,,,,,,,,,,,,,
SMITH0180_T2,Vincristine / ADR,Yes,,,14,,,,,,,,,,,,,,,,,,
SMITH0180_T3,Vindesine / ADR,Yes,,,11,,,,,,,,,,,,,,,,,,
SMITH1113_T1,Ixabepilone weekly for 3 weeks,Yes,,,85,13.9,,,55,,,,,,,,,2.9,,,,,
SMITH1113_T2,Ixabepilone every 3 weeks,Yes,,,91,16.1,,0.11,48,,,,,,,,,5.3,,,,,
SMITH1181_T1,Tamoxifen,Yes,,,60,,,,,SMITH1181_OS_TAM.xml,,,,,,,,,,,,,
SMITH1181_T2,Aminoglutethimide,Yes,,,57,18.8,,,,SMITH1181_OS_AG.xml,,,,,,,,,,,,,
SMORE0314_T1,PLD,Yes,,,40,13.8,,,,,,,,,,,,5.6,,,,,
SMORE0314_T2,Capecitabine,Yes,,,38,16.8,"HR 0.87 [0.53, 1.44] p=0.59",,,,,,,,,,,7.7,,,,,
SPARA0710_T1,Ixabepilone Plus Capecitabine,Yes,Yes,,595,16.4,"HR 0.9 [0.78, 1.03] p=0.1162",,,SPARA0710_OS_IC.xml,,,,,,,,6.2,,,SPARA0710_PFS_IC.xml,,
SPARA0710_T2,Capecitabine,Yes,Yes,,603,15.6,,,,SPARA0710_OS_C.xml,,,,,,,,4.4,,,SPARA0710_PFS_C.xml,,
SPARA0909_T1,Docetaxel ,Yes,Yes,,373,20.6,,,,SPARA0909_OS_D.xml,,7,,,SPARA0909_TTP_D.xml,,,,,,SPARA0909_PFS_D.xml,,
SPARA0909_T2,PLD + Docetaxel,Yes,Yes,,377,20.5,"HR 1.02 [0.86, 1.22] p=0.81",,,SPARA0909_OS_PD.xml,,9.8,,,SPARA0909_TTP_PD.xml,,,,,,SPARA0909_PFS_PD.xml,,
SPARA1204_T1,Marimastat,Yes,Yes,,114,24.7,,,,SPARA1204_OS_M.xml,,,,,,,,4.7,,,SPARA1204_PFS_M.xml,,
SPARA1204_T2,Placebo,Yes,Yes,,65,26.6,"HR 1.03 [0.73, 1.46] p=0.86",,,SPARA1204_OS_P.xml,,,,,,,,3.1,,,SPARA1204_PFS_P.xml,,
SPITT0887_T1,Single combination,Yes,,,131,14,,0.62,,SPITT0887_OS_S.xml,,,,,,,,,,,,,
SPITT0887_T2,Alternating combinations,Yes,,,131,15,,,,SPITT0887_OS_A.xml,,,,,,,,,,,,,
SPOON0591_T1,Conventional dose,Yes,,,92,,,,,,,,,,,,,,,,,,
SPOON0591_T2,Loading dose,Yes,,,87,,,0.39,,,,,,,,,,,,,,,
STEIN1292_T1,3M,Yes,,,51,9,,,,,,,,,,,,,,,,,
STEIN1292_T2,2M,Yes,,,54,10.5,,,,,,,,,,,,,,,,,
STEMM0310_T1,q1w,Yes,Yes,,48,22.7,,0.24,,STEMM0310_OS_q1.xml,,5.4,,,STEMM0310_TTP_q1.xml,,,,,,,,
STEMM0310_T2,q3w,Yes,Yes,,54,15.8,,,,STEMM0310_OS_q3.xml,,6.3,,,STEMM0310_TTP_q3.xml,,,,,,,,
STEMM0310b_T1,q1w,Yes,Yes,,43,20.5,,,,STEMM0310b_OS_q1.xml,,6.2,,,STEMM0310b_TTP_q1.xml,,,,,,,,
STEMM0310b_T2,q3w,Yes,Yes,,42,28.7,,0.98,,STEMM0310b_OS_q3.xml,,10.3,,,STEMM0310b_TTP_q3.xml,,,,,,,,
STEMM0311_T1,Gemcitabine and Vinorelbine,Yes,,,46,17.5,,,,STEMM0311_OS_GemVin.xml,,,,,,,,5.7,,,,,
STEMM0311_T2,Gemcitabine and Cisplatin,Yes,,,45,13,,,,STEMM0311_OS_GemCis.xml,,,,,,,,6.9,,,,,
STEMM0311_T3,Gemcitabine and Capecitabine,Yes,,,50,19.4,,,,STEMM0311_OS_GemCap.xml,,,,,,,,8.3,,,,,
STENB0193_T1,TOR,Yes,,,31,14.4,,,,STENB0193_OS_TO.xml,,,,,,,,,,,,,
STENB0193_T2,TAM,Yes,,,31,26.7,,0.16,,STENB0193_OS_TA.xml,,,,,,,,,,,,,
STEWA0597_T1,CAF,Yes,,,128,15.2,,0.0033,119,STEWA0597_OS_CA.xml,,5.3,,,,,,,,,,,
STEWA0597_T2,CNF,Yes,,,121,10.9,,,120,STEWA0597_OS_CN.xml,,3.2,,,,,,,,,,,
STEWA1282_T1,T,Yes,,,72,12,,,,STEWA1282_OS_T.xml,,,,,,,,,,,,,
STEWA1282_T2,T + P,Yes,,,73,21,,0.025,,STEWA1282_OS_TP.xml,,,,,,,,,,,,,
STOCK1011_T1,Intermittent capecitabine,Yes,,,107,22,,,,,HR info reported as A+B vs. C and A vs. B,,,,,,,6,,,,,
STOCK1011_T2,Continuous capecitabine,Yes,Yes,,107,22,,,,STOCK1011_OS_C.xml,HR info reported as A+B vs. C and A vs. B,,,,,,,6,,,STOCK1011_PFS_C.xml,,
STOCK1011_T3,CMF,Yes,Yes,,109,18,,,,STOCK1011_OS_CM.xml,HR info reported as A+B vs. C and A vs. B,,,,,,,6,,,STOCK1011_PFS_CM.xml,,
SWAIN0988_T1,Tamoxifen / fluoxymesterone,Yes,,,29,12.6,,,,,,2.9,,,SWAIN0988_TTP_TF.xml,,,,,,,,
SWAIN0988_T2,Tamoxifen / danazol,Yes,,,34,16.9,,0.64,,,,3.8,,,SWAIN0988_TTP_TD.xml,,,,,,,,
TABER0904_T1,Weekly docetaxel,Yes,,,41,29.1,,,,TABER0904_OS_weekly.xml,,5.7,,,,,,,,,,,
TABER0904_T2,3-weekly docetaxel,Yes,,,41,20.1,,,,TABER0904_OS_3weekly.xml,,5.3,,,,,,,,,,,
TAKAS0116_T1,S-1 group,Yes,,,306,35,,,,TAKAS0116_OS_S.xml,,,,,,,,9.6,,,,,
TALBO0502_T1,Intermittent capecitabine,Yes,,,22,7.6,,,,,,3,,,,,,,,,,,
TALBO0502_T2,Paclitaxel,Yes,,,19,9.4,,,,,,3.1,,,,,,,,,,,
TALLE0870_T1,Delta-Testololactone,Yes,,,24,11,,,24,TALLE0870_OS_del.xml,,,,,,,,,,,,,
TALLE0870_T2,NSC-77622,Yes,,,23,6.5,,,22,TALLE0870_OS_deluteval.xml,,,,,,,,,,,,,
TAMUR0517_T1,Nab-paclitaxel,Yes,Yes,,98,42.4,,0.19,,TAMUR0517_OS_N.xml,,,,,,,,9.8,,,TAMUR0517_PFS_N.xml,,
TAMUR0517_T2,Docetaxel,Yes,Yes,,99,34,,,,TAMUR0517_OS_D.xml,,,,,,,,11.2,,,TAMUR0517_PFS_D.xml,,p=0.363
TANNO0988_T1,Lower Dose,Yes,,,67,12.8,,,51.89,TANNO0988_OS_l.xml,103/133 died,,,,,,,,,,,,
TANNO0988_T2,Higher Dose,Yes,,,66,15.6,,0.026,51.11,TANNO0988_OS_h.xml,103/133 died,,,,,,,,,,,,
TASHI0894_T1,UFT,Yes,,,28,47,,,,TASHI0894_OS_UFT.xml,,,,,,,,,,,,,
TASHI0894_T2,FT,Yes,,,28,34,,,,TASHI0894_OS_FT.xml,,,,,,,,,,,,,
TASHI0995_T1,MMV,Yes,,,21,8.1,,,,TASHI0995_OS_MMV.xml,,,,,,,,,,,,,
TASHI0995_T2,MMVM,Yes,,,40,8.1,,,,TASHI0995_OS_MMVM.xml,,,,,,,,,,,,,
TASHI0995_T3,MMVP,Yes,,,41,10.3,,,,TASHI0995_OS_MMVP.xml,,,,,,,,,,,,,
TAYLO0398_T1,Goserelin,Yes,,,69,37,,,,TAYLO0398_OS_G.xml,,,,,,,,,,,,,
TAYLO0486_T1,CMF,Yes,,,86,20.9,,,73,TAYLO0486_OS_C.xml,,,,,,,,,,,,,
TAYLO0486_T2,Tamoxifen,Yes,,,95,23.3,,0.2,78,TAYLO0486_OS_T.xml,,,,,,,,,,,,,
THOMA1107_T1,Ixabepilone Plus Capecitabine,Yes,,,369,,,,,,,,,,,,,5.8,,,THOMA1107_PFS_I.xml,,
THOMA1107_T2,Capecitabine,Yes,,,368,,,,,,,,,,,,,4.2,,,THOMA1107_PFS_C.xml,,
THURL0697_T1,Formestane,Yes,,,91,,,,,,,,,,,,,,,,,,
THURL0697_T2,MGA,Yes,,,86,,,,,,,,,,,,,,,,,,
THURL0796_T1,TAM,Yes,,,107,39.5,,,,THURL0796_OS_T.xml,,,,,,,,,,,,,
